INDEX,DESCRIPTION,CATEGORY
2667,a girl waiting for her bus to go to her college felt unsafe when an old man was ogling at her which made her uncomfortable.,"Ogling/Facial Expressions/Staring, "
2668,"I took a taxi from borivali station east for thane, after reaching there he asked for night fares even it was day time, after 5am, asked for 70 rs toll, although he didn't paid the toll, just used a name to avoid toll, and most important i gave him 2 notes of 500, he quickly exchanged one with 100 rs note and said i have only provided 600 inr, i have read about this incident many times, so i knew about the fraud, so i checked again and found my claim correct, so after the intervention of security guard over there, the taxi driver went away. too bad i didn't noted the taxi number, it was maruti van","Others, "
2669,a girl witnessed somebody clicking her pictures although not sure.,"Taking pictures/ Distributing pictures, "
2670,azadpur is an area where one can expect to have some discomfort especially with girls.a girl standing there had to go through serious torcher when a man selling vegetables touched his private parts to invite her,"Sexual Invites, "
2671,a man old enough standing near two girls who were busy talking stared at both the girls so cheaply which discomforted both of them.,"Others, "
2672,a boy sitting far away with his friends kept saying something or the other to a girl in haiderpur village when she was standing at her balcony.,"Commenting, "
2673,my friend was waiting for her bus on the stop and there was one more man standing with her whom she didn't know. this man was giving some discomforting facial expressions which could not be tolerated by my friend she couldn't do anything so she left.,"Ogling/Facial Expressions/Staring, "
2674,I was waiting for a bus at the bus stand where a gang of boys came really close to me and started commenting and singing love songs.,"Catcalls/Whistles, Commenting, "
2675,People especially boys gaze and comment on roads.We generally ignore but now it has become heights.,"Commenting, Ogling/Facial Expressions/Staring, "
2676,When I was in that park I felt a guy is stalking. Didn't feel safe.,"Stalking, "
2677,"When I was returning from coaching around 6 pm , two boys from their Kavi nagar on bike passed a comment   firstly I ignored but then they started following me and they continuously asked me my personal details I refused to tell then I took out mobile phone from my pocket then they went from they but 2-3 days they continuously stalked me","Stalking, "
2678,A man was sitting on a bench listening to radio.He commented on me and said I Love you while I was passing from there.I was embarrassed at that moment.,"Commenting, "
2679,I was standing in my balcony at 9:00 pm.whan a guy comes closer to my society.It was dark and nobody was out. He just started peeling off his pants... That was a horrible experience and that day I realise what MASTERBATION is.,"Sexual Invites, "
2680,Boys going on bikes passes cheap comments and stares.,"Commenting, "
2681,A guy passed next to me and made sure to rob his elbow against my breast. I guess it's the most efficient way for guys to touch someone and the girl wonder &quot;did he really do that on purpose or am I imagining it?&quot;,"Touching /Groping, "
2682,my friend's mother was at vikaspuri F district park and she saw some lewd comments being passed to her by some boys standing there . she tried ignoring them and went away. but because she was alone she couldn't give it back.,"Commenting, "
2683,i was going to a friend's house and was wearing a nice chain. there were two people on the bike and they suddenly came and tried to take away my chain. besides there full efforts i tried to save my chain.,"Chain Snatching, "
2684,my friend was standing somewhere in model town and saw somebody clicking her pictures . Although she wasn't sure that they were clicking her pictures only but their expressions made it quiet clear.,"Taking pictures/ Distributing pictures, "
2685,Men whistling and cat calling,"Commenting, "
2686,Staring. Singing songs purposely.Following to some distance.,"Catcalls/Whistles, Commenting, Stalking, "
2687,Staking and indecent messages to a friend who is  from north east,"Commenting, Stalking, "
2688,It was a evening time two very young boys were riding on the bike. They were roaming around there for some time and eventually they snatched chain from a old women and ran away. That was really scary moment and we should stop that.,"Chain Snatching, "
2689,i am a girl and was going to school.It was sunday and some of the boys commented while passing.That was very depressing for me and I went to home after than rather than going to school,"Commenting, "
2690,I was walking with my cousin on the road and many men were just staring. I was small but my sister was around 20 and she just ignored it and walked along acting like it never happened.,"Stalking, "
2691,I am shocked why there have been no incident reported from the Pink City.Eve Teasing is so very common that it happen to girls almost every day.Well Let me share 1 such incident of my friend.We were studying in 1 of the prestigious girls college in Jaipur and were staying as a paying guest in C-scheme jaipur.Two of my friends went out to market to get something when suddenly 1 car came. I think they were 4-5 boys in the car.One of them tried to drag my friend in the car by groping in wrong place.Luckily the other friend saved her by shouting .It was so dreadful.She still cannt forget the incident..This is not just 1 case.. These kind of incidents keep happening there ..,"Touching /Groping, "
2692,"I was pinched on my a** when I was returning from college, on the bus 29C, and only because I had two stops, because I was told so, not exactly in those words, in English. I could have slapped him, but both my hands were full and my bag was on my back. Also, the 29C is also pretty crowded in the evening so I didn't have enough space to do anything. I wish this was stopped.","North East India Report, "
2693,"I am a frequent traveller of Mumbai local trains, just like most of Mumbai women. I take the harbour line train, which goes from Mahim to CST. I have seen many a time after 8 pm the train gets empty, and there is no presence of RPF personnel. The railways should look at increasing security in these routes.","Others, "
2694,"I don't know if this happens with other girls or women but i face this everyday, the men walking towards me bump into me and basically try to have some kinda physical touch. And if you say anything to them they blame the place to be so crowded and that they never meant anything but obviously we girls come to know when something is done on purpose or happened by mistake. And we are in such a hurry that we can't stop every 5 steps to slap the man who tried to do that, and yes that's how frequently it happens. Every 5 steps you'll be crashed by some man walking towards you.","Touching /Groping, "
2695,while i was standing on the bus stop there were two guys the bus stop was crowded so i looked around and changed my position and i stood where females were standing on the bus stop by seeing the faces i couldn't recognize that these guys could do these cheap things  as an when i was standing near some ladies  while i was waiting for the bus these guys also came near toa me like they also changed their positions like i was noticing their actions i saw that there were giving me cheap facial expressions  by seeing this i changed my direction i faced them just in opposite direction then also i noticed that they were continously smiling and looking at me as if they were talking about me only and trying to judging me then when i boarded my bus they also boarded the same bus the boys were standing just next to me then i told my parents that i wont be able to travel through public transport as these sort of things happens in them.,"Ogling/Facial Expressions/Staring, "
